name,roaster,roast,origin,rating,review
Ethiopia Banko Gotiti Daniel Mijane,Old World Coffee Lab,Medium-Light,Gedeo Zone,92,"An easygoing, confident washed Ethiopia cup animated by an appealing sweet herbaceousness."
Ka’u Bourbon Champagne Natural,Paradise Roasters,Medium-Light,Big Island Of Hawai’I,94,"An intoxicatingly aromatic Hawai’i Red Bourbon processed by an experimental method that results in a balanced, juicy cup."
Ethiopia Bedhatu Natural,Old World Coffee Lab,Medium-Light,Gedeo Zone,93,"A cocoa-toned natural-processed Ethiopia cup, deeply fruity and sweetly herbaceous."
Ethiopia Bedhatu Washed,Old World Coffee Lab,Medium-Light,Gedeo Zone,92,"A friendly, balanced Ethiopia cup with pretty citrus and cocoa notes throughout."
Colombia Huila Palmera,Old World Coffee Lab,Medium-Light,Gedeb District,88,"A straightforward, accessible Colombia cup: sweet-toned, with crisp chocolate and nut framed by rich aromatic wood."
Espresso Blend,LECO Coffee,Medium-Light,Ethiopia,92,A delicately fruit-centered espresso blend with a pleasing dark chocolate throughline.
Costa Rica Central Valley Brandy Ball,LECO Coffee,Medium-Light,Costa Rica,92,"A rich-toned natural-processed Costa Rica cup centered on spicy flowers, sweet citrus, and nut."
Cerro Azul Geisha,JBC Coffee Roasters,Medium-Light,Valle Del Cauca,95,"A lovely washed Colombia Geisha that’s equal parts high-toned and deep: juicy, bright, rich, floral."
Panama Mama Cata Geisha Champagne Natural,Paradise Roasters,Light,Panama,95,"A gently tart, richly floral Panama Geisha cup processed by an experimental method that results in a restrained fruit-forward, floral-toned cup. "
Ethiopia Yirgacheffe Worka Sakaro,Paradise Roasters,Medium-Light,Gedeo Zone,95,"A bright, citrus-driven cup with ballast from notes of cocoa nib and sweet mint and nut impulses."
Haraaz Red,JBC Coffee Roasters,Medium-Light,Yemen,93,"A spice-toned, crisply sweet-tart, classic Yemen cup."
El Socorro Maracaturra,Bird Rock Coffee Roasters,Medium-Light,Guatemala,95,"A plush, richly sweet, multi-layered Guatemala Maracaturra offering both depth and levity."
Guatemala Acatenango Gesha,Jaunt Coffee Roasters,Light,Guatemala,94,"An impressive representation of the Geisha variety grown in Guatemala: delicate, floral, subtly layered."
Costa Rica Luis Campos Termico,Revel Coffee,Medium-Light,Costa Rica,93,"A fruit-driven, resonant Costa Rica cup processed by an experimental method that results in an appealing savory-leaning cup — think dried mango and saltwater taffy."
Kenya Kirinyaga,Evie’s Cafe,Medium-Light,Tarrazu,94,A surprisingly lush Kenya cup with leading notes of dark stone fruit and a rich chocolate throughline.
Yemen Jabal Nabi Special Reserve,RamsHead Coffee Roasters,Medium-Light,Sana’A Governorate,94,"A multi-layered, nuanced Yemen with an engaging sweet ferment at its center, supported by fruit and earthy tobacco impulses throughout."
Kenya Gakuyuini AA,RamsHead Coffee Roasters,Medium-Light,South-Central Kenya,94,"A juicy, deep-toned Kenya cup with especially lively acidity and lasting flavor-laden finish."
Colombia Manos Juntas,Conscious Cup Coffee Roasters,Medium-Light,Colombia,92,"A savory-leaning, berry-toned anaerobic natural Colombia cup, nuanced and deep."
Ethiopia Guji Goro Bedessa,Conscious Cup Coffee Roasters,Medium-Light,Ethiopia,93,A comfortingly familiar washed Ethiopia cup: juicy-bright with leading notes of stone fruit and cocoa nib.
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,GK Coffee,Light,Southern Ethiopia,93,A deeply fruit-toned honey-processed Ethiopia cup with leading notes of berries and spice-toned florals.
Hacienda Esmeralda Ethiopian Accessions,modcup coffee,Light,Panama,95,"An interesting coffee story of heirloom Ethiopia varieties of Arabica grown in Panama — floral, spice-toned, richly sweet."
Gelena Geisha,Corvus Coffee Roasters,Medium-Light,Oromia Region,94,"An intentionally fermenty, deep-toned Ethiopia Geisha with rich chocolate notes and a whiff of whisky barrel."
Ethiopia Anaerobic Natural,modcup coffee,Medium-Light,Southern Ethiopia,94,"A resonant, uniquely composed, savory-sweet, fruit-laden anaerobic natural Ethiopia cup."
Silver Monk Seasonal Blend,Corvus Coffee Roasters,Medium-Light,Oromia Region,92,"A blend of two Ethiopia coffees by the same producer, a natural and a carbonic-macerated. Pleasingly floral-toned with notes of citrus zest and crisp walnut."
Doho Classic Blend,Doho Coffee Roasters,Medium-Light,Guatemala,92,A friendly blend with leading notes of crisp chocolate and dried fruit notes.
Holiday Reserve Roast — Costa Rica Termico,Folklore Coffee,Medium-Light,Costa Rica,92,A Costa Rica coffee processed by an experimental method that results in an inviting cup evocative of baking spices.
Rainy Day Espresso Blend,Warm Air Kafe,Medium-Light,Costa Rica,94,"Tartly fruit-forward in the straight shot, richly floral in milk, and chocolaty in both formats."
Cold Air Espresso Blend,Warm Air Kafe,Medium-Light,Costa Rica,93,"A pleasing espresso shot at both the high and low ends of the tonal spectrum, with bright fruit, deep chocolate, and sweetly savory herb."
Winter Day Espresso Blend,Warm Air Kafe,Medium-Light,Colombia,92,"A straight-ahead, satisfyingly chocolate-driven espresso blend."
Ethiopia Guji Washed G1 Uncle Select Lot 21/01,GK Coffee,Medium-Light,Oromia Region,93,A classic washed Ethiopia cup with leading notes of stone fruit and cocoa nib supported by a floral throughline.
Medium-Dark Roast,Kona Love Coffee Co.,Medium,North Kona,91,"A confidently darker-roasted single-origin Kona cup, sweet and chocolaty."
Floral Samurai,Flower Coffee Workshop,Medium,Guatemala,93,"An espresso blend particularly appealing in three parts milk, with sweet floral, rich chocolate, and deep nut tones. "
Classic Blend,Flower Coffee Workshop,Medium,Guatemala,92,This solid blend offers a richly sweet-tart straight shot and a crisply chocolaty cappuccino.
Colombia Geisha Natural,Cafe Kreyol,Medium-Light,Colombia,94,"A natural-processed Colombia Geisha; evokes a tropical fruit farm. Mango is the throughline, with ballast from cocoa nib and sandalwood. "
Pacas Estate El Salvador Natural,Cafe Kreyol,Medium-Light,Juayua,94,"A cleanly fruit-toned natural-processed El Salvador cup — juicy, bright, berry-driven."
Caribbean Blue,Cafe Kreyol,Medium-Light,Haiti,92,A classic island cup: nutty-sweet with gentle acidity.
Colombia Caturra Anaerobic Natural,Cafe Kreyol,Medium-Light,Colombia,92,"Almost dessert-like in its sweetness, this anaerobically processed Caturra exhibits candy-like aromas and flavors with a savory edge."
Cocaine for Coffee,Cafe Kreyol,Medium-Light,Tolima Department,92,"A friendly, accessible Bolivia cup, the proceeds of which helps farmers transition from the dangers of coca farming to coffee growing."
First Love Blend,Fumi Coffee Company,Light,Ethiopia,92,"A lush, umami-toned fruit bomb of a blend that shakes up any notion of an everyday coffee and may particularly appeal to open-minded fans of the latest experimental processing methods."
Hunapu Natural Guatemala,JBC Coffee Roasters,Medium-Light,Guatemala,94,"An attractive natural-processed Guatemala cup with deep-toned fruit, nut, and sweet citrus notes; especially engaging mouthfeel."
Kabiufa Papua New Guinea,JBC Coffee Roasters,Light,Eastern Highlands,95,"An exciting PNG cup with a grand aromatic range: bright fruit, sweet toffee, spicy florals, earthy depth."
Ethiopia Natural Sidama TAMIRU 74158,Kakalove Cafe,Medium-Light,Southern Ethiopia,96,"A poetically complex Ethiopia natural cup, uniquely composed with spicy florals, deep fruit, and decadent musk notes."
Uganda Organic Sipi Falls Honey,Jackrabbit Java,Medium-Light,Bugisu Region,93,"A chocolaty, nutty, deeply sweet Uganda cup with a particularly full, plush mouthfeel."
Bedhatu Jibicho Natural,JBC Coffee Roasters,Medium-Light,Gedeo Zone,95,"A nuanced, multi-layered natural-processed Ethiopia cup, elegantly fruit-forward and intricately balanced."
Ethiopia Natural Guji DoReMi,Kakalove Cafe,Medium-Light,Oromia Region,95,"A triangle of sweet, tart and savory impulses in luxurious harmony."
Sabana Redonda SL28 Costa Rica,JBC Coffee Roasters,Medium-Light,Central Valley,94,Dried stone fruit and floral tones carry this fascinating coffee — a traditional Kenya variety grown in Costa Rica and processed experimentally.
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,Oromia Region,93,A delicately aromatic washed Guji cup framed by citrus and sweet herb with a cocoa throughline.
Ka’u Peaberry Hawai’i,Jackrabbit Java,Medium-Light,Big Island Of Hawai’I,92,"A friendly, familiar cup with a cocoa throughline and sweet nut, floral and fruit tones."
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,Taster's Coffee,Light,Southern Ethiopia,95,"A harmonious, fruit- and floral-toned natural-processed Ethiopia Gesha redolent of stone fruit and its flowers."
Sumatra Siamang Forest,Paradise Roasters,Medium-Light,Sumatra,94,"A complex, multifarious cup that engages at both the upper and lower ends of the tonal range."
Spring Dawn,Luv Moshi,Medium-Light,Rwanda,92,A harmonious blend with chocolate and nut anchors and pleasingly bright fruit and spicy floral complications.
Costa Rica Brunca Rivense La Guaca Passion Honey,Home in Harmony,Medium-Light,Costa Rica,94,"A rich-toned, gently fermenty Costa Rica cup processed by a variation of the honey method: sweet, fruity, chocolaty, enticing."
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,Home in Harmony,Medium-Light,Gedeo Zone,93,"A vibrant natural-processed Ethiopia cup with dried berry notes, bittersweet florals, and a throughline of crisp cocoa nib."
Hunkute by Nordic Approach,Cafe Red Bean Shop,Light,Southern Ethiopia,94,"A richly aromatic, even perfumy, washed Sidama cup, with distinct notes of bergamot, plum, and spice-toned florals suggesting star jasmine."
Colombia Aromas de Sur,Drink Coffee Do Stuff,Medium-Light,Colombia,93,"A lush, fruity natural-processed Colombia cup with an especially mouth-"
Costa Rica Termico,Battlecreek Coffee,Light,Costa Rica,91,"Evocative of walking into an American bakery with its notes of nutmeg and clove, this Costa Rica coffee was processed by an innovative “thermic” method."
Schweik’s Blend,Metropolis Coffee,Light,Tarrazu Growing Region,94,"Evocative of a summer fruit pie, this blend of coffees from Africa is nuanced and complex, and a superb value, to boot."
Neroli CR90,HWC Roasters,Medium-Light,Kenya,93,"A floral-driven, crisply cocoa-toned espresso blend with tart fruit and rich aromatic wood undertones."
Sauvage CR 90,HWC Roasters,Medium,Guatemala,92,"A very sweet, richly nutty espresso blend pleasingly complicated by crisp apple and deep floral aromas and flavors."
Whiskey Dreams Moka Java,Old Soul Co.,Medium-Light,Ethiopia,94,"A classic Moka Java blend that evokes the depth of aroma and flavor of a high-end whiskey: fruity, earthy, decadent."
Black Level Blend,St1 Cafe/Work Room,Medium-Light,Colombia,94,"A chocolaty, sweetly herbaceous cup with an umami throughline — complex, nuanced, confident."
Obsidian Mirror Blend,Kakalove Cafe,Medium,Guatemala,93,A deftly darker roasted blend intended to honor the Mayan cultures central to the three green coffee origin countries contributing to the blend.
704 Blend,Charlotte Coffee Company,Medium,Guatemala,93,"A familiar, comforting blend with leading notes of dark caramel, rich nut tones, and pretty florals — a classic daily drinker."
Memory Lane,Nostalgia Coffee Roasters,Medium-Light,Guatemala,93,"Designed to work equally well as pourover or espresso, this blend has deep sweetness, balanced fruit and florals, and undercurrents of baking spices throughout."
New Wave Blend,Succulent Coffee Roasters,Medium-Light,Ethiopia,93,"A compelling blend of coffees from Colombia (washed) and Ethiopia (natural) that nets a crisply chocolaty, fruit-forward cup."
House Blend,Battle Creek Coffee Roasters,Medium-Light,Guatemala,92,"A straight-ahead, balanced and inviting blend of a washed Guatemala and a natural Ethiopia intended for both drip and espresso formats."
Mo’ Better Brews Bleek & Indigo Blend,Three Keys Coffee,Medium-Light,Ethiopia,92,"A chocolaty, fruit-leaning blend with a spicy floral undercurrent."
Valkyrie Blend,Small Eyes Cafe,Medium,Honduras,92,A inviting medium-dark blend with a roast profile that particularly develops the pleasing chocolate tendencies of the green coffees.
Karindundu Kenya,JBC Coffee Roasters,Medium-Light,Kenya,94,"A complex, nuanced Kenya cup with layers of tart fruit, spice-toned florals and cocoa notes throughout; especially lively acidity."
Medium Roast,Kona Love Coffee Co.,Medium-Light,North Kona,92,"A crisp, cocoa-toned Kona cup with undertones of pretty dried fruit, floral and nut."
Guatemala Finca Buena Esperanza,Oak & Bond Coffee Company,Medium-Light,Guatemala,93,"A classic washed Guatemala cup with notes of stone fruit, sweet nut, chocolate and spicy flowers."
Session Blend,Oak & Bond Coffee Company,Medium-Light,Ethiopia,93,"A balanced, vibrant, chocolaty and floral-toned Ethiopia-Guatemala blend."
Honduras Relationship Coffee Norma Lara,A&E Coffee & Tea,Medium-Light,Honduras,93,"A balanced and integrated washed Honduras cup with deep floral notes throughout, supported by citrus and cocoa."
Ethiopia Hambela Goro,Jaunt Coffee Roasters,Light,Oromia Region,92,"A sweet-toned, fruit-forward natural-processed Ethiopia cup with delicate florals and perfumy resin notes throughout."
Sumatra Batak Triple-Picked,A&E Coffee & Tea,Medium-Light,Sumatra,92,"A chocolaty, confidently savory, classic Sumatra wet-hulled cup."
Honduras COMSA Natural,A&E Coffee & Tea,Medium-Light,La Paz Department,92,"A sweet, nut-toned Honduras natural cup with stone fruit notes throughout and especially juicy acidity."
Shakiso Natural,JBC Coffee Roasters,Medium-Light,Oromia Region,94,"A complex, fruit-centered Guji cup with richly sweet floral and deep citrus and nut tones."
Cerro Azul Geisha Honey Process,JBC Coffee Roasters,Medium-Light,Valle Del Cauca,94,"Deep, floral and fruit-driven, with notes of dried stone fruit, spice-toned flowers, and rich cocoa."
La Esmeralda Diamond Mountain Washed Coffee,Satur Specialty Coffee,Medium-Light,Panama,94,An appealing washed Panama cup with richly spice-toned florals and citrus zest as throughlines.
Yirgacheffe Specialty Coffee,Satur Specialty Coffee,Medium-Light,Gedeo Zone,93,"A crisp, cleanly fruit-toned Ethiopia natural cup."
Guatemala Single-Origin Espresso,De Clieu Coffee,Medium-Light,Guatemala,93,"A solid single-origin Guatemala espresso, balanced and bright. Particularly chocolaty in cappuccino-scaled milk."
COE Sidama Bona 74110,VERYTIME,Medium-Light,South-Central Ethiopia,93,"A nuanced, balanced washed Ethiopia cup with deep tropical fruit, cocoa, and spicy floral notes."
Ethiopia Yirgacheffe Adorsi G1,VERYTIME,Medium-Light,South-Central Ethiopia,93,"A chocolaty, fruit-forward cup with undertones of rich florals and deep aromatic wood."
Tiger Blend Espresso,VERYTIME,Medium-Light,Brazil,91,An affordable and intriguing blend that is simultaneously sweet and earth-toned. Particularly rich in cappuccino-scaled milk.
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,Medium-Light,Sumatra,93,"A rich, crisply chocolaty Sumatra cup laced with sweet-spicy flowers."
Ethiopia Yirgacheffe G1,VERYTIME,Light,South-Central Ethiopia,91,"A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout."
Karen J Kona Red Bourbon Natural Anaerobic,Hula Daddy Kona Coffee,Medium-Light,North Kona Growing District,95,"A regular, much-anticipated Hula Daddy offering, this year’s Karen J Red Bourbon is lush, deep, balanced, and refined with aromatic intrigue that plays out beautifully on the palate."
El Salvador Finca Mileydi Pacamara,Red Rooster Coffee Roaster,Medium-Light,La Palma,95,"A rich-toned, floral and chocolaty Pacamara cup with ballast from notes of bittersweet citrus zest."
El Salvador Las Veraneras Red Bourbon,Red Rooster Coffee Roaster,Medium-Light,Cantón El Tunel,94,"Paradoxically delicate and deep, this El Salvador anaerobic natural offers dried stone fruit notes at the top and sweet herb notes underneath for a wide range of sensory pleasure."
Guo Mei Zhu,Luv Moshi,Medium-Light,Colombia,93,"A classic Colombia cup: bright, balanced, chocolaty and richly nutty."
Macarena Colombia,JBC Coffee Roasters,Medium-Light,Cauca Department,94,"An aromatically nuanced Colombia cup, deep-toned and complex, processed by an experimental method."
Haraaz Red Yemen,JBC Coffee Roasters,Medium-Light,Yemen,94," An intoxicatingly spice-toned cup — warming, resonant, rich."
Nicaragua Sabino Maria,Nostalgia Coffee Roasters,Medium-Light,Nicaragua,93,"An impressively balanced, bright Nicaragua cup with sweet herb undertones."
Twisted V.7 Espresso,JBC Coffee Roasters,Medium-Light,South America,93,"A very appealing and affordable espresso blend animated by rich floral, chocolate and nut tones. Especially vibrant in cappuccino-scaled milk."
Kaori Espresso Blend,Treeman Coffee,Medium-Light,Central America,92,"A balanced, deep-toned, fruit-forward Ethiopia espresso."
Chokoreeto Espresso Blend,Treeman Coffee,Medium-Light,Ethiopia,92,An easygoing espresso blend with a chocolate throughline and crisp nut and warm spice tones.
El Salvador Anarquia Pacamara,Tipico Coffee,Light,El Salvador,94,"A complex, nuanced, multi-layered El Salvador Pacamara cup, equal parts sweet and savory."
Tanzania Peaberry,Chaos Coffee Company,Medium-Light,Apaneca,93,"A complex, deep-toned, floral Tanzania cup, at a very attractive price."
Ethiopia Karamo Natural,Tipico Coffee,Medium-Light,South-Central Ethiopia,93,"A tropical-leaning natural-processed Ethiopia cup driven by high-toned fruit and deep floral tones, with a cocoa nib throughline."
Guatemala Reserve Las Moritas Yellow Pacamara,Tipico Coffee,Medium-Light,Guatemala,93,"A flavor-saturated, confident Guatemala Pacamara cup, chocolaty and rich."
Colombia Sidra Natural Signature Selection,Bird Rock Coffee Roasters,Light,Valle De Cauca Department,96,An exquisitely structured Colombia Sidra cup processed by an experimental method that highlights notes of rich fruit and sweet whiskey.
Colombia Finca El Paraiso Geisha Letty,Paradise Roasters,Light,Colombia,97,"This double-anaerobic Colombia Geisha has a remarkable and surprising cup profile that is, at turns, fruity and floral, tart yet singingly sweet. "
Monarch Estate Pacamara,Monarch Coffee,Medium-Light,North Kona Growing District,94," A nuanced Kona Pacamara cup with deep-toned stone fruit, dark chocolate and sweet floral notes and an umami undercurrent suggesting candycap mushroom."
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,Paradise Roasters,Medium-Light,Kona Growing Region,94,"An inviting, complex, unusual cup with notes of tropical fruit, spicy flowers and rich aromatic wood."
Ka’u IPA Natural,Paradise Roasters,Medium-Light,Big Island Of Hawai’I,95,"An experimentally processed Red Catuai grown on Hawai’i Island and processed with beer yeast, promoting a uniquely brisk and complex cup."
Honduras Finca Cerro Azul Yellow Pacas,Paradise Roasters,Medium-Light,Comayagua Department,93,"A confident expression of the Yellow Pacas variety of Arabica, richly sweet with notes of stone fruit complicated by a hint of coriander-like spice."
Ecuador Finca Lugmapata Mejorado,Paradise Roasters,Light,Chimborazo,95,"An elegant, rich, deep-toned Ecuador cup driven by floral and spice notes, with an especially bright, balanced acidity."
Monarch Estate Hawaiian Gesha,Monarch Coffee,Medium-Light,North Kona Growing District,92,"An inviting, straightforward Kona Gesha cup, balanced and bright, with pleasing suggestions of tart fruit and spicy florals."
‘Ōpio Kona,Monarch Coffee,Medium-Light,North Kona Growing District,91,"An easy-drinking medium-roasted Hawaiian Gesha cup, deep and chocolaty."
Hawai’i Ka’u Classic Dark,Paradise Roasters,Medium,Big Island Of Hawai’I,92,"Sturdy, chocolaty, smooth, rich — also makes a good espresso shot."
Sumatra Boru Batak,Bird Rock Coffee Roasters,Medium-Light,Northern Sumatra,95,"A wide-ranging, deeply nuanced Sumatra cup — complex, enigmatic, floral, chocolaty, tropical."
Honduras Reserve Luis Nolasco Nanolot,Old Soul Co.,Medium-Light,Honduras,93,"A balanced, satisfying Honduras cup produced in partnership with Catracha Coffee, a profit-sharing export and development organization focused on improving the coffees and livelihood of farmers in the community of Santa Elena."
Barokah Honey Sumatra,JBC Coffee Roasters,Medium-Light,Kerinci,95,"A nuanced, multi-layered, richly aromatic Sumatra cup characterized by notes of baking spices and citrus zest — and a serious bargain as well."
Secret Lovers Blend,Hey Brown,Medium-Light,El Salvador,93,"A balanced, high-toned espresso blend animated by notes of dried fruit, sweet herbs and rich dark chocolate."
Espresso Blend,Ba Yang Coffee,Medium,Brazil,92,"A friendly, accessible, richly chocolate-driven espresso blend with nut and rich aromatic wood notes throughout."
Ethiopia Gediyo Kochere Shifo Washed G1,Ba Yang Coffee,Medium-Light,Southern Ethiopia,92,"A floral-driven, spice-toned washed Ethiopia cup with rich aromatic wood notes."
Colombia Finca La Primavera Sidra,Paradise Roasters,Light,Colombia,96,"A gorgeous rendition of the Sidra variety of Arabica from Colombia: complex, lyrical, nuanced, deep."
Ethiopia Natural Guji Dasaya SP,Kakalove Cafe,Medium-Light,Oromia Region,95,"A deep, enticing natural-processed Ethiopia cup with crisp and dried berry notes and sweet florals throughout."
Ethiopia Anaerobic Shantawene,SkyTop Coffee,Medium-Light,South-Central Ethiopia,94,"A pungent, multi-layered anaerobically processed Ethiopia cup offering a particularly wide range of aroma and flavor notes."
Ethiopia Bensa Asefa Qonqana,Jaunt Coffee Roasters,Light,South-Central Ethiopia,94,"An harmonious, inviting washed Ethiopia cup in which fruit, flowers and chocolate gracefully commingle."
Ethiopia Durato Bombe,Magnolia Coffee,Medium-Light,Sidama Region,94,"An engagingly vibrant, deeply sweet, richly tart and chocolaty natural-processed Ethiopia."
Ethiopia Washed Shantawene,SkyTop Coffee,Medium-Light,South-Central Ethiopia,94,An elegant stone fruit-driven washed Sidama cup with leading notes of nectarine and citrus and a cocoa-toned throughline.
Indonesia Sumatra Natural Aceh Musara SC19,Kakalove Cafe,Light,Northern Sumatra Indonesia,94,"An unusual natural-processed Sumatra cup, redolent with stone fruit and baking chocolate with umami underpinning."
Kenya Washed Kabingara AA,Kakalove Cafe,Medium-Light,South-Central Kenya,94,"Red fruit and crisp cocoa notes characterize this deeply aromatic, richly complex, classic Kenya cup."
Honduras Blue Hole Estate,David's Nose,Medium-Light,Kirinyaga County,93,"Spicy florals, crisply sweet nut tones, and distinct berry notes dominate in this inviting natural-processed Honduras cup."
Honduras Anaerobic Natural,Min Enjoy Cafe,Light,Honduras,93,An experimentally processed Honduras with a complex cup that includes notes reminiscent of Sweet-Tarts candy.
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,Vennel Coffee,Medium-Light,South-Central Kenya,95,"A strangely compelling anaerobic Kenya cup that takes both savory and sweet impulses to their extremes, and somehow manages to integrate them. "
Democratic Republic of Congo Mighty Peace Mapendo,Old Soul Co.,Medium-Light,Democratic Republic Of Congo,93,"An integrated, classic DR Congo cup with especially high-toned, balanced acidity."
Lugmapata Ecuador,JBC Coffee Roasters,Medium-Light,Chimborazo Province,95,"A harmonious, intricate Ecuador cup with leading notes of stone fruit, sage, almond and rich aromatic wood."
Red Sunset by Andres Cardona,Nostalgia Coffee Roasters,Medium-Light,Antioquia Department,94,"A pretty, delicate, confident honey-processed Colombia animated by both stone fruit and tropical fruit notes throughout."
Costa Rica Los Cedros,Temple Coffee,Medium-Light,Chirripó,93,"A balanced, harmonious Costa Rica cup driven by notes of stone fruit, spicy florals, and richly sweet nut tones."
Kona Bourbon Champagne Natural Uluwehi Farm,Paradise Roasters,Medium-Light,Kona,95,"A uniquely composed, experimentally processed cup that’s well worth a detour to enjoy a brilliant tweak on the familiar Kona profile, with especially vibrant acidity."
Peru Pangoa,Temple Coffee,Medium-Light,Peru,92,A caramelly and citrus-driven Peru cup complicated by pleasing sweet nut and floral tones.
Guatemala Campamento Alto,Temple Coffee,Medium-Light,Guatemala,92,"An engaging, multi-layered, quietly confident Guatemala cup."
Panama Hacienda La Esmeralda Geisha Washed,GK Coffee,Medium,Western Panama,95,"A deftly darker-roasted Geisha cup with distinct notes of chocolate fudge throughout, supported by creamy nut and sweetly spicy flowers."
Peru Garden of Eden Farcent Geisha Anaerobic Washed,GK Coffee,Medium-Light,Pasco Department,94,"An odd though compelling Peru Geisha cup, wide-ranging and original in its flavor and aromatic nuance yet complete and integrated."
Pointu Laurina,Hula Daddy Kona Coffee,Medium,North Kona Growing District,95,"Here a darker roast amplifies the intricate resonance of Hula Daddy’s rare Pointu Laurina, a naturally low-caffeine bean that sacrifices nothing in flavor. "
Ecuador Finca Cruz Loma,Simon Hsieh Aroma Roast Coffees,Medium-Dark,Pichincha,95,"A complex, multi-layered Ecuador cup, with distinct floral and chocolate tones and an enticing whiff of smoked almond. A splash of cream can make this coffee exhilaratingly dessert-like."
Aged Sumatra Semiga,Paradise Roasters,Medium-Dark,Sumatra,94,"An intriguing aged Sumatra, deftly roasted to bring out musky spice notes, pipe tobacco and dark chocolate."
Indonesia Sumatra Kerinci Valley,Mostra Coffee,Medium,Sumatra,94,"A deceptively nuanced, enigmatic Sumatra cup with enticing aromatics that lean toward a sweet earthiness."
Ka’u Classic Dark,Rusty's Hawaiian,Medium,Big Island Of Hawai’I,94,"This Ka’u Typica strikes a lovely balance between the depth of a classic dark roast and the levity of a fruit- and floral-driven, medium-roasted Typica cup."
Odin’s Viking Brew,Chaos Coffee Company,Medium-Dark,Northern Sumatra,93,"A classic darker-roasted Sumatra cup — sweetly earth-toned, richly chocolaty, deep."
Jlove99,Green Stone Coffee,Medium-Dark,South-Central Kenya,93,"A roast-rounded, complex Kenya cup with classic currant and crisp chocolate notes and an especially vibrant acidity, particularly given the darker roast. "
Kenya Auction Lot,Peet's Coffee,Medium-Dark,Nyeri Growing Region,92,"A fine Kenya roasted in Peet’s classic dark style, which here encourages surprising depth while retaining the crisp coherence of the classic Kenya profile."
Dark Canyon,Desert Sun Coffee Roasters,Medium-Dark,Honduras,91,"Unabashedly smoky with chocolaty depth, this Peru/Honduras/Mexico blend offers comfortingly classic dark-roast aromas and flavors."
Sumatra Dark,Starbucks Coffee,Dark,Indonesia,90,"An earth-toned Sumatra cup with subdued acidity, gently dry cocoa notes, and rich aromatic wood suggestions."
Major Dickason’s Blend,Peet's Coffee,Medium-Dark,Indo-Pacific,87,"The popular Peet’s blend, here roast-prominent and sweetly wood-framed, with undertones of cocoa powder."
Pike’s Place Blend,Starbucks Coffee,Dark,Americas,84,"This blend retains its popularity, despite what reads here as a flat, bitterish cup, with only some backgrounded sweetness and nuance."
Peru Washed Santa Monica Gesha,Kakalove Cafe,Medium-Light,Cusco,96,"A dreamy but bright, fruit-toned Peru Gesha — tropics in a cup."
Taiwan Washed Alishan Ching-Ye Farm SL34,Kakalove Cafe,Medium-Light,Chia-Yi City,94,"A complex, intriguing coffee from Alishan, a region in Taiwan famous for its tea production. Honeyed berry and spicy flowers predominate."
Ethiopia Guji Odo Shakiso,Merge Coffee Company,Medium-Light,Oromia Region,94,"A fruit-forward, natural-processed Guji cup with a hint of sweet ferment and deep nut and cocoa undertones."
Colombia Beasaquito,Merge Coffee Company,Light,Nariño Department,93,"A balanced, friendly, cleanly natural processed Colombia cup with sweet throughlines of chocolate and honey."
Ethiopia Sidamo Karamo,Jaunt Coffee Roasters,Light,Southern Ethiopia,95,"A beautiful classic washed Ethiopia cup with complex citrus, delicately deep floral, and sweet herb notes."
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,Oromia Region,94,"A deep-toned Ethiopia natural: cleanly fruity, richly chocolaty, juicy-sweet."
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,Rusty's Hawaiian,Medium-Light,Southeastern Oahu,94,"An unusual coffee in almost every respect: From trees of three Bourbon-related varieties of Arabica grown on the Hawaiian island of Oahu and dried in the fruit after a yeast-inoculated ferment, culminating in an original, complex cup. "
Rayo del Sol Peru,JBC Coffee Roasters,Medium-Light,Tabaconas,93,"A woman-farmed Peru, lush, floral and deep-toned in the cup."
Colombia Ibague Tolima,Jaunt Coffee Roasters,Light,Colombia,94,A sweetly herbaceous Colombia natural cup that gets ballast from bright fruit notes at the top and deep cocoa underneath — subtly juicy and savory.
Monte Alban Mexico,JBC Coffee Roasters,Medium-Light,Miahuatlán,93,"A brightly sweet Oaxaca cup, chocolaty, tart and floral-toned."
Ethiopia Guji Buku,Jaunt Coffee Roasters,Medium-Light,Guji Zone,93,A tartly and cleanly fruit-toned natural-processed Ethiopia cup with rich nut and chocolate complications.
Flores Peru,JBC Coffee Roasters,Medium-Light,San Ignacio,93,A very pretty Peru cup with especially full mouthfeel and crisp notes of chocolate and stone fruit.
Glory Days,Nostalgia Coffee Roasters,Medium,Mexico,92,"A women-farmed Mexico cup that’s deftly darker-roasted, with notes of chocolate fudge and Fig Newton."
