Store Name,City,State/Province,Country,Phone Number,Timezone,Longitude,Latitude
Kroger-Plymouth #670,Plymouth,MI,US,734-414-8670,GMT-05:00 America/New_York,-83.48,42.36
Spartan - Portage #1588,Portage,MI,US,2693293202,GMT-05:00 America/New_York,-85.6,42.21
Teavana - The Crossroads,Portage,MI,US,269-323-1613,GMT-05:00 America/New_York,-85.59,42.22
"Telegraph at Cathedral, Redford",Redford,MI,US,313-537-3361,GMT-05:00 America/New_York,-83.27,42.36
Meijers-Rochester #57,Rochester,MI,US,248-853-5570,GMT-05:00 America/New_York,-83.13,42.63
"Adams & Walton, Rochester Hills",Rochester Hills,MI,US,248-375-9280,GMT-05:00 America/New_York,-83.19,42.68
Rochester Rd. & Tienken,Rochester Hills,MI,US,248-608-0138,GMT-05:00 America/New_York,-83.14,42.7
Rochester and Auburn,Rochester Hills,MI,US,2482995870,GMT-05:00 America/New_York,-83.13,42.64
Target Rochester Hills T-351,Rochester Hills,MI,US,248-853-1590,GMT-05:00 America/New_York,-83.13,42.64
Meijer-Rockford #226,Rockford,MI,US,616-863-3409,GMT-05:00 America/New_York,-85.6,43.12
Spartan - Rockford #1572,Rockford,MI,US,616-538-9670,GMT-05:00 America/New_York,-85.55,43.11
Kroger Roseville # 774,Roseville,MI,US,586-298-3850,GMT-05:00 America/New_York,-82.92,42.52
12 Mile & Gratiot,Roseville,MI,US,586-778-4552,GMT-05:00 America/New_York,-82.93,42.51
Roseville on Gratiot,Roseville,MI,US,586-296-6479,GMT-05:00 America/New_York,-82.92,42.53
Woodward and Guilford,Royal Oak,MI,US,(248) 549-0310,GMT-05:00 America/New_York,-83.18,42.52
Meijers-Royal Oak #34,Royal Oak,MI,US,,GMT-05:00 America/New_York,-83.18,42.54
Normandy & Woodward,Royal Oak,MI,US,(248) 549-2253,GMT-05:00 America/New_York,-83.19,42.52
"Royal Oak, S Main & 3rd St",Royal Oak,MI,US,(248) 548-4570,GMT-05:00 America/New_York,-83.14,42.49
Kroger Royal Oak 743,Royal Oak,MI,US,,GMT-05:00 America/New_York,-83.12,42.5
Beaumont Hospital Royal Oak,Royal Oak,MI,US,248-898-0660,GMT-05:00 America/New_York,-83.19,42.51
Bay Road & Tittabawassee,Saginaw,MI,US,989-799-6139,GMT-05:00 America/New_York,-83.97,43.48
Saginaw Valley State University,Saginaw,MI,US,9899644944,GMT-05:00 America/New_York,-83.96,43.51
Hall Rd & Hayes,Shelby Township,MI,US,5865661081,GMT-05:00 America/New_York,-82.98,42.63
Target Shelby Township T-1466,Shelby Township,MI,US,586-677-8687,GMT-05:00 America/New_York,-83.03,42.71
Kroger Shelby Township 754,SHELBY TOWNSHIP,MI,US,5866978230,GMT-05:00 America/New_York,-83.06,42.69
Kroger - Shelby Township #737,Shelby Township,MI,US,586-930-7010,GMT-05:00 America/New_York,-82.98,42.67
Target Shelby Township T 278,Shelby Township,MI,US,586-254-7100,GMT-05:00 America/New_York,-83,42.63
Kroger South Lyon #366,South Lyon,MI,US,,GMT-05:00 America/New_York,-83.56,42.46
12 Mile & Telegraph,Southfield,MI,US,(248) 350-3017,GMT-05:00 America/New_York,-83.29,42.5
Target Southfield T-2207,Southfield,MI,US,248-430-0062,GMT-05:00 America/New_York,-83.23,42.51
Southfield & Windflower,Southfield,MI,US,(248) 203-2025,GMT-05:00 America/New_York,-83.22,42.51
Northwestern & Inkster,Southfield,MI,US,2489451201,GMT-05:00 America/New_York,-83.32,42.51
Target Southland T-280,Southland,MI,US,734-374-0303,GMT-05:00 America/New_York,-83.26,42.2
Martin's-St Joseph #21,St Joseph,MI,US,269-983-1223,GMT-05:00 America/New_York,-86.49,42.08
16 & Dequindre,Sterling Heights,MI,US,(586) 795-1640,GMT-05:00 America/New_York,-83.09,42.56
Kroger Sterling Heights #449,Sterling Heights,MI,US,586-685-1350,GMT-05:00 America/New_York,-82.99,42.62
Teavana - Lakeside Mall,Sterling Heights,MI,US,586-566-1593,GMT-05:00 America/New_York,-82.99,42.62
Macys - Lakeside,Sterling Heights,MI,US,586-566-2800,GMT-05:00 America/New_York,-82.99,42.62
Van Dyke & 16 Mile Rd,Sterling Heights,MI,US,586-977-1437,GMT-05:00 America/New_York,-83.03,42.56
Target Sterling Heights T-605,Sterling Heights,MI,US,586-795-9960,GMT-05:00 America/New_York,-83.03,42.56
Target Sterling Heights T-2254,Sterling Heights,MI,US,586-698-1027,GMT-05:00 America/New_York,-83.08,42.56
Eureka & Pardee,Taylor,MI,US,734-374-1029,GMT-05:00 America/New_York,-83.26,42.2
Southland Center - MI,Taylor,MI,US,7343090772,GMT-05:00 America/New_York,-83.26,42.2
Target - Traverse City T-671,Traverse City,MI,US,231-947-2992,GMT-05:00 America/New_York,-85.64,44.73
Meijer-Traverse City #33,Traverse City,MI,US,231-941-1543,GMT-05:00 America/New_York,-85.64,44.74
Macy's-Somerset Collection #301,Troy,MI,US,248-816-4915,GMT-05:00 America/New_York,-83.18,42.56
Beaumont Hospital Troy,Troy,MI,US,248-964-1414,GMT-05:00 America/New_York,-83.09,42.62
Big Beaver and Crooks,Troy,MI,US,248-649-5014,GMT-05:00 America/New_York,-83.17,42.56
Somerset North Mall,Troy,MI,US,(248) 649-5040,GMT-05:00 America/New_York,-83.18,42.56
Teavana - The Somerset Collection,TROY,MI,US,248-649-5461,GMT-05:00 America/New_York,-83.18,42.56
Somerset Mall - Bridge,Troy,MI,US,248-614-1770,GMT-05:00 America/New_York,-83.18,42.56
"Troy, Maple & Crooks",Troy,MI,US,248-822-7106,GMT-05:00 America/New_York,-83.17,42.55
Rochester & South Blvd,Troy,MI,US,248-879-2267,GMT-05:00 America/New_York,-83.13,42.62
Macys - Troy,Troy,MI,US,248-968-3520,GMT-05:00 America/New_York,-83.11,42.53
Crooks & Long Lake,Troy,MI,US,(248) 267-8522,GMT-05:00 America/New_York,-83.17,42.6
16 Mile & John R Rd,Troy,MI,US,(248) 689-8184,GMT-05:00 America/New_York,-83.11,42.56
Oakland Mall - 14 Mile Rd,Troy,MI,US,(248) 589-2090,GMT-05:00 America/New_York,-83.11,42.53
Target Troy T-1313,Troy,MI,US,248-614-9792,GMT-05:00 America/New_York,-83.19,42.54
23 Mile Rd & M-53,Utica,MI,US,586-726-5461,GMT-05:00 America/New_York,-83.01,42.67
"Walker, Alpine & Coventry",Walker,MI,US,616-784-2033,GMT-05:00 America/New_York,-85.69,43.02
Target Commerce Township T-896,Walled Lake,MI,US,248-960-7900,GMT-05:00 America/New_York,-83.44,42.53
Kroger - Walled Lake #634,Walled Lake,MI,US,2489607730,GMT-05:00 America/New_York,-83.51,42.53
Target Warren T-2544,Warren,MI,US,(586) 353-1150,GMT-05:00 America/New_York,-83.08,42.49
12 Mile & Mound,Warren,MI,US,586-582-9085,GMT-05:00 America/New_York,-83.05,42.51
"Waterford, Highland & Crescent Lk",Waterford,MI,US,248-618-9498,GMT-05:00 America/New_York,-83.39,42.66
Orchard Lake Rd & Powers,West Bloomfield,MI,US,(248) 855-6121,GMT-05:00 America/New_York,-83.36,42.54
Target Westland T-281,Westland,MI,US,734-728-4444,GMT-05:00 America/New_York,-83.39,42.34
Central City Pkwy & Warren Rd,Westland,MI,US,734-721-3187,GMT-05:00 America/New_York,-83.4,42.34
Meijer-White Lake #227,White Lake,MI,US,248-889-6800,GMT-05:00 America/New_York,-83.53,42.65
Kroger White Lake 759,White Lake,MI,US,2487796470,GMT-05:00 America/New_York,-83.5,42.65
D&W Fresh Market-Williamston #1903,Williamston,MI,US,517-655-2230,GMT-05:00 America/New_York,-84.28,42.69
"Allen & West, Woodhaven",Woodhaven,MI,US,7346762417,GMT-05:00 America/New_York,-83.23,42.14
Target Woodhaven T-923,Woodhaven,MI,US,734-692-7200,GMT-05:00 America/New_York,-83.22,42.14
Target Wyoming T-1052,Wyoming,MI,US,616-249-1008,GMT-05:00 America/New_York,-85.68,42.86
Byron Ctr & Metro Health Dr,Wyoming,MI,US,616-531-1092,GMT-05:00 America/New_York,-85.72,42.86
EMU Student Center,Ypsilanti,MI,US,734-487-4453,GMT-05:00 America/New_York,-83.63,42.25
"Kroger-Ypsilanti, MI #707",Ypsilanti,MI,US,734-547-1790,GMT-05:00 America/New_York,-83.62,42.21
"Family Fare #108-Zeeland, MI",Zeeland,MI,US,,GMT-05:00 America/New_York,-86.02,42.83
Target Alexandria T-821,Alexandria,MN,US,320-763-6661,GMT-06:00 America/Chicago,-95.39,45.85
Target Andover T-2025,Andover,MN,US,763-852-0113,GMT-06:00 America/Chicago,-93.32,45.22
Round Lake Blvd and Northdale,Anoka,MN,US,6127902009,GMT-06:00 America/Chicago,-93.36,45.21
Super Target Apple Valley ST-643,Apple Valley,MN,US,952-891-5500,GMT-06:00 America/Chicago,-93.21,44.73
Super Target Apple Vly South ST-239,Apple Valley,MN,US,952-236-3165,GMT-06:00 America/Chicago,-93.18,44.72
Lexington and Red Fox - Arden Hills,Arden Hills,MN,US,651-486-3805,GMT-06:00 America/Chicago,-93.15,45.06
Target Baxter T-659,Baxter,MN,US,218-828-3535,GMT-06:00 America/Chicago,-94.24,46.37
Hwy 371 and Woida Road-Baxter,Baxter,MN,US,218-828-2978,GMT-06:00 America/Chicago,-94.25,46.37
Target Bemidji T-657.,Bemidji,MN,US,,GMT-06:00 America/Chicago,-94.91,47.49
Super Target Blaine ST-1832,Blaine,MN,US,763-354-1000,GMT-06:00 America/Chicago,-93.23,45.17
109th and Hwy 65 - Blaine,Blaine,MN,US,7637676833,GMT-06:00 America/Chicago,-93.24,45.17
MOA 3rd Floor C310,Bloomington,MN,US,612-257-5599,GMT-06:00 America/Chicago,-93.24,44.86
98th and Lyndale-Bloomington,Bloomington,MN,US,952-881-9877,GMT-06:00 America/Chicago,-93.29,44.83
Mall of America II,Bloomington,MN,US,952-853-1274,GMT-06:00 America/Chicago,-93.24,44.86
164 E. Broadway - 1st level MOA,Bloomington,MN,US,952-854-1922,GMT-06:00 America/Chicago,-93.24,44.85
Southtown - I-494 and Penn,Bloomington,MN,US,952-885-9985,GMT-06:00 America/Chicago,-93.31,44.86
Teavana - Mall of America,Bloomington,MN,US,952-853-9880,GMT-06:00 America/Chicago,-93.24,44.85
Target Bloomington T-5,Bloomington,MN,US,952-888-7701,GMT-06:00 America/Chicago,-93.31,44.86
Brooklyn Ctr-Brooklyn Blvd. & 55th,Brooklyn Center,MN,US,763-560-1095,GMT-06:00 America/Chicago,-93.32,45.06
Target Brooklyn Park T-693,Brooklyn Park,MN,US,612-425-5400,GMT-06:00 America/Chicago,-93.38,45.09
Target North Campus,Brooklyn Park,MN,US,,GMT-06:00 America/Chicago,-93.37,45.14
Hy Vee @ Brooklyn Park Kiosk,Brooklyn Park,MN,US,763-488-4500,GMT-06:00 America/Chicago,-93.36,45.13
Hyvee @ Brooklyn Park,Brooklyn Park,MN,US,763-488-4500,GMT-06:00 America/Chicago,-93.36,45.12
Target Buffalo T-861,Buffalo,MN,US,763-682-4996,GMT-06:00 America/Chicago,-93.86,45.17
Super Target Burnsville ST-2340,Burnsville,MN,US,952-236-3003,GMT-06:00 America/Chicago,-93.29,44.75
Teavana - Burnsville Center,Burnsville,MN,US,952-898-5103,GMT-06:00 America/Chicago,-93.29,44.74
CR 42 and Burnhaven Dr,Burnsville,MN,US,6125003915,GMT-06:00 America/Chicago,-93.3,44.75
Cambridge - Hwy 95 and Hwy 65,Cambridge,MN,US,612-257-4407,GMT-06:00 America/Chicago,-93.21,45.57
Hwy 169 and Elm Creek - Champlin,Champlin,MN,US,6125003927,GMT-06:00 America/Chicago,-93.39,45.16
Super Target Champlin ST-1831,Champlin,MN,US,763-354-1006,GMT-06:00 America/Chicago,-93.39,45.17
Chanhassen - Dakota Ave II,Chanhassen,MN,US,9522948040,GMT-06:00 America/Chicago,-93.52,44.86
Target Chanhassen T-862,Chanhassen,MN,US,952-470-0206,GMT-06:00 America/Chicago,-93.54,44.86
Super Target Chaska ST-1352,Chaska,MN,US,952-361-3043,GMT-06:00 America/Chicago,-93.6,44.83
Target Coon Rapids T-1144,Coon Rapids,MN,US,763-323-2931,GMT-06:00 America/Chicago,-93.35,45.2
Coon Rapids-Foley & Hwy 10,Coon Rapids,MN,US,763 783 3412,GMT-06:00 America/Chicago,-93.28,45.15
Target Northtown T-820,Coon Rapids,MN,US,763-785-0322,GMT-06:00 America/Chicago,-93.27,45.13
Cottage Grove-E. Point Douglas,Cottage Grove,MN,US,651-769-0719,GMT-06:00 America/Chicago,-92.96,44.83
Target Cottage Grove T-662,Cottage Grove,MN,US,651-458-8179,GMT-06:00 America/Chicago,-92.93,44.82
Bass Lake Rd & Broadway-Crystal,Crystal,MN,US,7635334869,GMT-06:00 America/Chicago,-93.36,45.05
Target Duluth T-4,Duluth,MN,US,218-727-8851,GMT-06:00 America/Chicago,-92.17,46.81
Teavana - Miller Hill Mall,Duluth,MN,US,218-722-2386,GMT-06:00 America/Chicago,-92.16,46.8
Woodland Ave & College St.,Duluth,MN,US,2187243034,GMT-06:00 America/Chicago,-92.08,46.82
1405 Miller Trunk Highway,Duluth,MN,US,218-722-6132,GMT-06:00 America/Chicago,-92.16,46.81
Duluth - Superior & 4th,Duluth,MN,US,218-722-1025,GMT-06:00 America/Chicago,-92.1,46.78
2040 Cliff Road - Eagan,Eagan,MN,US,651/405-0800,GMT-06:00 America/Chicago,-93.21,44.79
Eagan Station,Eagan,MN,US,651-405-0534,GMT-06:00 America/Chicago,-93.17,44.83
Hy Vee - Eagan #1165,Eagan,MN,US,515-267-2805,GMT-06:00 America/Chicago,-93.17,44.84
Kowalski's - Eagan,Eagan,MN,US,651-328-8300,GMT-06:00 America/Chicago,-93.19,44.8
Cedar & Hwy 13-TC Premium Outlets,Eagan,MN,US,6514545153,GMT-06:00 America/Chicago,-93.21,44.81
Hwy 169 and Anderson Lakes Parkway,Eden Prairie,MN,US,9529448646,GMT-06:00 America/Chicago,-93.4,44.84
582 Prairie Center Drive,Eden Prairie,MN,US,9528332170,GMT-06:00 America/Chicago,-93.43,44.85
62 and Shady Oak,Eden Prairie,MN,US,6129108947,GMT-06:00 America/Chicago,-93.42,44.89
Teavana - Eden Prairie Center,Eden Prairie,MN,US,305-442-9602,GMT-06:00 America/Chicago,-93.43,44.85
930 Prairie Center Dr- Eden Prairie,Eden Prairie,MN,US,9529752951,GMT-06:00 America/Chicago,-93.44,44.86
Teavana - Southdale Center,Edina,MN,US,952-929-1102,GMT-06:00 America/Chicago,-93.33,44.88
Jerry's Edina,Edina,MN,US,952-929-2685,GMT-06:00 America/Chicago,-93.36,44.91
3215 Galleria - Galleria Mall,Edina,MN,US,9529240344,GMT-06:00 America/Chicago,-93.32,44.88
3939 W. 50th - 50th and France,Edina,MN,US,9529277055,GMT-06:00 America/Chicago,-93.33,44.91
Macy's-Southdale #231,Edina,MN,US,952-924-6725,GMT-06:00 America/Chicago,-93.33,44.88
Edina - Hwy 100 and Industrial Blvd,Edina,MN,US,6126557209,GMT-06:00 America/Chicago,-93.35,44.86
Edina - Hwy 100 & Vernon,Edina,MN,US,952-920-0193,GMT-06:00 America/Chicago,-93.35,44.91
Super Target Edina ST-2313,Edina,MN,US,952-925-4610,GMT-06:00 America/Chicago,-93.32,44.88
France Avenue & 76th - Edina,Edina,MN,US,9527377820,GMT-06:00 America/Chicago,-93.33,44.87
Highway 169 and Freeport-Elk River,Elk River,MN,US,7634413991,GMT-06:00 America/Chicago,-93.56,45.32
Kowalski's - Excelsior,Excelsior,MN,US,952-229-8300,GMT-06:00 America/Chicago,-93.57,44.9
Target Forest Lake T-1244,Forest Lake,MN,US,651-464-4700,GMT-06:00 America/Chicago,-93,45.27
Forest Lake,Forest Lake,MN,US,651-464-0688,GMT-06:00 America/Chicago,-93.01,45.28
Central and 53rd - Fridley,Fridley,MN,US,6129004914,GMT-06:00 America/Chicago,-93.25,45.06
Hwy 55 and Golden Valley Road,Golden Valley,MN,US,7635466775,GMT-06:00 America/Chicago,-93.38,44.98
Target Grand Rapids T-904,Grand Rapids,MN,US,218-326-3031,GMT-06:00 America/Chicago,-93.53,47.21
Target Hastings T-1245,Hastings,MN,US,651-480-2080,GMT-06:00 America/Chicago,-92.89,44.74
Hwy 7 & Hopkins Crossroads,Hopkins,MN,US,952-938-3604,GMT-06:00 America/Chicago,-93.42,44.93
Target - Hutchinson T-1210,Hutchinson,MN,US,320-587-7113,GMT-06:00 America/Chicago,-94.38,44.87
Target Inver Grove Heights T-2519,Inver Grove Heights,MN,US,651-234-2949,GMT-06:00 America/Chicago,-93.08,44.82
Hy-Vee - Lakeville #1356,Lakeville,MN,US,952-423-9340,GMT-06:00 America/Chicago,-93.18,44.72
16227 Kenrick Ave - I35 & Cty Rd 46,Lakeville,MN,US,952-892-0778,GMT-06:00 America/Chicago,-93.28,44.71
Lakeville - I-35 & Kenwood Trail,Lakeville,MN,US,952-898-1373,GMT-06:00 America/Chicago,-93.28,44.69
Super Target Lakeville ST-1484,Lakeville,MN,US,952-892-5400,GMT-06:00 America/Chicago,-93.29,44.68
Super Target Lino Lakes ST-1448,Lino Lakes,MN,US,651-784-7601,GMT-06:00 America/Chicago,-93.11,45.18
Madison and Sioux - Mankato,Mankato,MN,US,507 6258900,GMT-06:00 America/Chicago,-93.95,44.17
Hy-Vee - Mankato #2,Mankato,MN,US,507-625-9070,GMT-06:00 America/Chicago,-93.95,44.17
Maple Grove - Dunkirk Square,Maple Grove,MN,US,7634161877,GMT-06:00 America/Chicago,-93.49,45.13
Super Target Maple Grove T-2193,Maple Grove,MN,US,763-447-2506,GMT-06:00 America/Chicago,-93.48,45.13
7979 Wedgewood Lane,Maple Grove,MN,US,763-420-6311,GMT-06:00 America/Chicago,-93.45,45.1
Teavana - Maple Grove,Maple Grove,MN,US,763-493-0040,GMT-06:00 America/Chicago,-93.44,45.09
Target Medina T-2223,Medina,MN,US,763-852-0006,GMT-06:00 America/Chicago,-93.53,45.05
Target Minneapolis T-1375,Minneapolis,MN,US,763-440-9390,GMT-06:00 America/Chicago,-93.27,44.97
Target Crystal T-3,Minneapolis,MN,US,763-533-2231,GMT-06:00 America/Chicago,-93.36,45.05
25th and Riverside,Minneapolis,MN,US,612-305-0235,GMT-06:00 America/Chicago,-93.24,44.96
Target Minneapolis T-52,Minneapolis,MN,US,(612) 721-5701,GMT-06:00 America/Chicago,-93.24,44.95
14th and 5th - Dinkytown,Minneapolis,MN,US,6123310167,GMT-06:00 America/Chicago,-93.24,44.98
University of Minnesota-Lind Hall,Minneapolis,MN,US,,GMT-06:00 America/Chicago,-93.23,44.97
Target Minneapolis Downtown HQ T-13,Minneapolis,MN,US,612-761-7291,GMT-06:00 America/Chicago,-93.27,44.97
22nd & Hennepin - Kenwood Crossing,Minneapolis,MN,US,6123745168,GMT-06:00 America/Chicago,-93.29,44.96
U of MN - Coffman Union Bldg,Minneapolis,MN,US,612-625-2037,GMT-06:00 America/Chicago,-93.24,44.97
33 S. 6th Street - City Center,Minneapolis,MN,US,6123397084,GMT-06:00 America/Chicago,-93.27,44.98
Nicollet & Franklin,Minneapolis,MN,US,612-871-1338,GMT-06:00 America/Chicago,-93.28,44.96
U of MN - 615 Washington Ave SE,Minneapolis,MN,US,612-378-7765,GMT-06:00 America/Chicago,-93.23,44.97
U of MN/Minneapolis - W Campus,Minneapolis,MN,US,612-625-8585,GMT-06:00 America/Chicago,-93.25,44.97
Super Target Mpls/Fridley ST-2200,Minneapolis,MN,US,763-571-9361,GMT-06:00 America/Chicago,-93.25,45.07
Macys -  Minneapolis,Minneapolis,MN,US,6123752077,GMT-06:00 America/Chicago,-93.27,44.98
IDS Center - Skyway level,Minneapolis,MN,US,612-371-0383,GMT-06:00 America/Chicago,-93.27,44.98
600 Hennepin Ave S - Mayo Clinic Sq,Minneapolis,MN,US,612/333-9944,GMT-06:00 America/Chicago,-93.28,44.98
5351 Lyndale Avenue South,Minneapolis,MN,US,612-821-0686,GMT-06:00 America/Chicago,-93.29,44.91
Target Minneapolis T-1095,Minneapolis,MN,US,612-781-7033,GMT-06:00 America/Chicago,-93.23,45
Double Tree Hotel Minneapolis,Minneapolis,MN,US,612-492-2230,GMT-06:00 America/Chicago,-93.28,44.97
120 S. 6th Street - Skyway level,Minneapolis,MN,US,612-371-0555,GMT-06:00 America/Chicago,-93.27,44.98
Target Minnetonka/Hopkins T-0100,Minnetonka,MN,US,952-542-8250,GMT-06:00 America/Chicago,-93.45,44.97
Teavana - Ridgedale Center,Minnetonka,MN,US,952-544-0018,GMT-06:00 America/Chicago,-93.44,44.97
Super Target Minnetonka ST-1356,Minnetonka,MN,US,952-401-3830,GMT-06:00 America/Chicago,-93.5,44.92
Super Target Monticello T-2180,Monticello,MN,US,763-586-3327,GMT-06:00 America/Chicago,-93.77,45.29
Moorhead-I-94 & 8th,Moorhead,MN,US,218-233-0392,GMT-06:00 America/Chicago,-96.77,46.85
Target Moorhead T-658.,Moorhead,MN,US,218-233-2953,GMT-06:00 America/Chicago,-96.75,46.86
Hy-Vee - New Hope #1,New Hope,MN,US,,GMT-06:00 America/Chicago,-93.39,45.03
Teavana - Maplewood Mall,North Maplewood,MN,US,651-777-7397,GMT-06:00 America/Chicago,-93.02,45.03
Target Northfield T-1211.,Northfield,MN,US,5076454777,GMT-06:00 America/Chicago,-93.19,44.43
Hwy 36 and Hwy 5 - 5980 Neal,Oak Park Heights,MN,US,651-275-8926,GMT-06:00 America/Chicago,-92.85,45.03
Hy-Vee - Oakdale Main Entrance,Oakdale,MN,US,651-714-3160,GMT-06:00 America/Chicago,-92.96,44.96
Hy-Vee Oakdale,Oakdale,MN,US,651-714-3186,GMT-06:00 America/Chicago,-92.96,44.96
Super Target Otsego ST-2456,Otsego,MN,US,763-252-1316,GMT-06:00 America/Chicago,-93.56,45.28
641 W. Bridge St. - Owatonna,Owatonna,MN,US,507-455-3624,GMT-06:00 America/Chicago,-93.24,44.08
Target Owatonna T-1068,Owatonna,MN,US,507-451-1882,GMT-06:00 America/Chicago,-93.25,44.09
Hwy 55 & Vicksburg Ave - Plymouth,Plymouth,MN,US,,GMT-06:00 America/Chicago,-93.48,45.02
Super Target Plymouth ST-664,Plymouth,MN,US,763-553-0302,GMT-06:00 America/Chicago,-93.45,45.03
Plymouth - Hwy 55 & NW Blvd.,Plymouth,MN,US,763-553-3087,GMT-06:00 America/Chicago,-93.45,45.01
Target - Red Wing T-1522,Red Wing,MN,US,6513887704,GMT-06:00 America/Chicago,-92.58,44.57
Super Target Richfield ST-2300,Richfield,MN,US,612-252-0473,GMT-06:00 America/Chicago,-93.25,44.88
Lyndale and 77th,Richfield,MN,US,612-869-9839,GMT-06:00 America/Chicago,-93.29,44.86
Doubletree Hotel Rochester Downtown,Rochester,MN,US,5075292433,GMT-06:00 America/Chicago,-92.46,44.02
HyVee Rochester 4,Rochester,MN,US,507-292-2000,GMT-06:00 America/Chicago,-92.53,44.07
Super Target Rochester ST-1351,Rochester,MN,US,507-536-2555,GMT-06:00 America/Chicago,-92.5,44.06
Teavana - Apache Mall,Rochester,MN,US,507-289-3711,GMT-06:00 America/Chicago,-92.48,44
Super Target Rochester South ST-232,Rochester,MN,US,507-206-5020,GMT-06:00 America/Chicago,-92.47,43.95
Kahler Grand Hotel,Rochester,MN,US,507-280-6200,GMT-06:00 America/Chicago,-92.47,44.02
Hy-Vee @ Rochester 2,Rochester,MN,US,507-289-1815,GMT-06:00 America/Chicago,-92.47,44.06
Super Target Rogers ST-1456,Rogers,MN,US,763-428-1394,GMT-06:00 America/Chicago,-93.55,45.2
Hwy 101 & Diamond Lk Rd-Rogers,Rogers,MN,US,7634282083,GMT-06:00 America/Chicago,-93.55,45.2
Rosemount - CR 42 & Hwy 3,Rosemount,MN,US,651-423-7112,GMT-06:00 America/Chicago,-93.13,44.73
Super Target Roseville ST-2101,Roseville,MN,US,651-482-0198,GMT-06:00 America/Chicago,-93.16,45.01
NWC Hwy 36 and Fairview,Roseville,MN,US,(651) 697-0215,GMT-06:00 America/Chicago,-93.18,45.01
Macy's-Rosedale #233,Roseville,MN,US,651-639-6600,GMT-06:00 America/Chicago,-93.17,45.01
Hwy 36 and Fairview Avenue,Roseville,MN,US,651-631-3089,GMT-06:00 America/Chicago,-93.18,45.01
Super Target Saint Paul ST-2046,Saint Paul,MN,US,651-455-6671,GMT-06:00 America/Chicago,-93.08,44.89
Kowalski's - St. Paul,Saint Paul,MN,US,6516983366,GMT-06:00 America/Chicago,-93.15,44.94
Savage-CR 42 & Hwy 13,Savage,MN,US,952-440-2314,GMT-06:00 America/Chicago,-93.38,44.75
Super Target Savage ST-1833,Savage,MN,US,652-226-1444,GMT-06:00 America/Chicago,-93.38,44.74
CR 21 and Old Carriage - Shakopee,Shakopee,MN,US,9524454241,GMT-06:00 America/Chicago,-93.41,44.78
Super Target Shoreview ST-619,Shoreview,MN,US,651-486-0048,GMT-06:00 America/Chicago,-93.14,45.06
Kowalski's @ Shoreview,Shoreview,MN,US,,GMT-06:00 America/Chicago,-93.12,45.08
Target St Cloud East T-930,St Cloud,MN,US,320-654-0712,GMT-06:00 America/Chicago,-94.15,45.57
Super Target Knollwood ST-2189,St Louis Park,MN,US,952-935-9641,GMT-06:00 America/Chicago,-93.39,44.94
MSP Minn D6 Baggage Claim Area,St Paul,MN,US,612-726-5360,GMT-06:00 America/Chicago,-93.21,44.88
MSP North Ternimal,St Paul,MN,US,6123966531,GMT-06:00 America/Chicago,-93.21,44.88
"MSP Minn Green Concourse, Gate 69",St Paul,MN,US,6123966531,GMT-06:00 America/Chicago,-93.21,44.88
"St. Cloud, Division Place",St. Cloud,MN,US,3202497890,GMT-06:00 America/Chicago,-94.19,45.55
St. Louis Park-Minnetonka & Hwy 7,St. Louis Park,MN,US,952-922-2084,GMT-06:00 America/Chicago,-93.33,44.95
Excelsior & Grand-St. Louis Park,St. Louis Park,MN,US,952920-8531,GMT-06:00 America/Chicago,-93.34,44.93
St. Paul-Grand Ave & Oxford St,St. Paul,MN,US,651-221-4465,GMT-06:00 America/Chicago,-93.14,44.94
Target St. Paul T-68,St. Paul,MN,US,651-778-1188,GMT-06:00 America/Chicago,-93.03,44.95
2078 Ford Parkway,St. Paul,MN,US,651-699-9409,GMT-06:00 America/Chicago,-93.19,44.92
Snelling & Selby-171 Snelling Ave N,St. Paul,MN,US,651-659-9033,GMT-06:00 America/Chicago,-93.17,44.95
380 St. Peter St-Lawson Commons,St. Paul,MN,US,651-222-7118,GMT-06:00 America/Chicago,-93.1,44.95
Target St Paul/Oakdale T-2135,St. Paul,MN,US,651-855-0990,GMT-06:00 America/Chicago,-92.95,45
Hamline University,St. Paul,MN,US,,GMT-06:00 America/Chicago,-93.17,44.97
SuperTarget - St. Paul T-2229,St. Paul,MN,US,651-642-1146,GMT-06:00 America/Chicago,-93.16,44.95
Target Stillwater T-931,Stillwater,MN,US,651-439-0292,GMT-06:00 America/Chicago,-92.84,45.04
Kowalski-Stillwater/Oak Park,Stillwater,MN,US,651-439-9161,GMT-06:00 America/Chicago,-92.84,45.03
Target Vadnais Heights T-751,Vadnais Heights,MN,US,651-483-9637,GMT-06:00 America/Chicago,-93.06,45.05
Hwy 96 and Centerville Road,Vadnais Heights,MN,US,,GMT-06:00 America/Chicago,-93.06,45.08
Target Virginia T-847,Virginia,MN,US,218-741-6603,GMT-06:00 America/Chicago,-92.55,47.51
Target Waconia T-2449,Waconia,MN,US,952-442-9333,GMT-06:00 America/Chicago,-93.77,44.85
Waite Park - 2nd St S & Waite Park,Waite Park,MN,US,320-251-6255,GMT-06:00 America/Chicago,-94.22,45.55
740 E. Lake Street - Wayzata,Wayzata,MN,US,952-249-1555,GMT-06:00 America/Chicago,-93.51,44.97
